Year,State,District,Crop,Area_ha,Irrigation_Days,Pump_Type,Water_L_per_ha_day,Efficiency,Total_Water_Used_L,Carbon_Emissions_kg,Solar_Used
2021,Haryana,Karnal,Cotton,3,107,Diesel,7000,1.0,2247000.0,6021.96,0
2023,Haryana,Karnal,Cotton,38,108,Electric,7000,0.8,22982400.0,34473.600000000006,0
2021,Haryana,Hisar,Wheat,32,68,Solar,5000,0.6,6528000.0,0.0,1
2016,Punjab,Patiala,Mustard,38,126,Diesel,4500,1.0,21546000.0,57743.280000000006,0
2018,Haryana,Gurgaon,Wheat,46,69,Diesel,5000,1.0,15870000.0,42531.600000000006,0
2022,Haryana,Hisar,Sugarcane,25,89,Solar,18000,0.6,24030000.0,0.0,1
2022,Haryana,Gurgaon,Paddy,47,77,Diesel,15000,1.0,54285000.0,145483.80000000002,0
2017,Punjab,Bathinda,Wheat,18,172,Diesel,5000,1.0,15480000.0,41486.4,0
2020,Haryana,Karnal,Cotton,39,114,Diesel,7000,1.0,31122000.0,83406.96,0
2023,Haryana,Gurgaon,Mustard,22,132,Diesel,4500,1.0,13068000.0,35022.240000000005,0
2023,Punjab,Jalandhar,Wheat,39,145,Diesel,5000,1.0,28275000.0,75777.0,0
2020,Punjab,Amritsar,Cotton,32,145,Electric,7000,0.8,25984000.0,38976.0,0
2020,Haryana,Hisar,Cotton,18,157,Electric,7000,0.8,15825600.0,23738.4,0
2021,Punjab,Jalandhar,Wheat,11,153,Diesel,5000,1.0,8415000.0,22552.2,0
2020,Punjab,Ludhiana,Cotton,43,153,Diesel,7000,1.0,46053000.0,123422.04000000001,0
2022,Haryana,Hisar,Paddy,14,102,Diesel,15000,1.0,21420000.0,57405.600000000006,0
2017,Punjab,Jalandhar,Wheat,28,90,Diesel,5000,1.0,12600000.0,33768.0,0
2017,Punjab,Patiala,Paddy,45,84,Electric,15000,0.8,45360000.0,68040.0,0
2019,Punjab,Patiala,Mustard,26,80,Diesel,4500,1.0,9360000.0,25084.800000000003,0
2016,Haryana,Panipat,Paddy,24,102,Diesel,15000,1.0,36720000.0,98409.6,0
2021,Haryana,Panipat,Mustard,15,101,Diesel,4500,1.0,6817500.0,18270.9,0
2018,Haryana,Gurgaon,Paddy,24,93,Solar,15000,0.6,20088000.0,0.0,1
2023,Haryana,Hisar,Sugarcane,41,138,Electric,18000,0.8,81475200.0,122212.79999999999,0
2019,Punjab,Bathinda,Sugarcane,4,126,Electric,18000,0.8,7257600.0,10886.400000000001,0
2019,Haryana,Hisar,Sugarcane,30,134,Diesel,18000,1.0,72360000.0,193924.80000000002,0
2020,Punjab,Patiala,Cotton,22,133,Diesel,7000,1.0,20482000.0,54891.76,0
2021,Haryana,Gurgaon,Sugarcane,38,73,Solar,18000,0.6,29959200.0,0.0,1
2021,Haryana,Rohtak,Mustard,27,102,Diesel,4500,1.0,12393000.0,33213.240000000005,0
2022,Punjab,Ludhiana,Paddy,47,125,Diesel,15000,1.0,88125000.0,236175.0,0
2018,Haryana,Karnal,Wheat,32,103,Diesel,5000,1.0,16480000.0,44166.4,0
2018,Haryana,Gurgaon,Sugarcane,8,126,Electric,18000,0.8,14515200.0,21772.800000000003,0
2019,Haryana,Panipat,Paddy,20,88,Diesel,15000,1.0,26400000.0,70752.0,0
2019,Punjab,Amritsar,Paddy,30,164,Diesel,15000,1.0,73800000.0,197784.0,0
2018,Haryana,Karnal,Wheat,16,164,Diesel,5000,1.0,13120000.0,35161.6,0
2018,Haryana,Rohtak,Sugarcane,24,61,Electric,18000,0.8,21081600.0,31622.399999999998,0
2019,Haryana,Rohtak,Sugarcane,22,121,Electric,18000,0.8,38332800.0,57499.200000000004,0
2016,Punjab,Ludhiana,Paddy,9,73,Electric,15000,0.8,7884000.0,11826.0,0
2017,Punjab,Amritsar,Cotton,10,69,Solar,7000,0.6,2898000.0,0.0,1
2020,Punjab,Jalandhar,Cotton,6,133,Electric,7000,0.8,4468800.0,6703.200000000001,0
2023,Punjab,Amritsar,Paddy,2,130,Electric,15000,0.8,3120000.0,4680.0,0
2016,Haryana,Hisar,Maize,18,122,Diesel,4000,1.0,8784000.0,23541.120000000003,0
2019,Punjab,Jalandhar,Mustard,11,110,Diesel,4500,1.0,5445000.0,14592.6,0
2023,Haryana,Rohtak,Paddy,10,69,Diesel,15000,1.0,10350000.0,27738.0,0
2020,Punjab,Jalandhar,Cotton,16,141,Electric,7000,0.8,12633600.0,18950.4,0
2023,Punjab,Patiala,Mustard,6,152,Diesel,4500,1.0,4104000.0,10998.720000000001,0
2019,Haryana,Karnal,Cotton,11,60,Electric,7000,0.8,3696000.0,5544.0,0
2017,Haryana,Gurgaon,Sugarcane,46,74,Electric,18000,0.8,49017600.0,73526.4,0
2022,Haryana,Hisar,Cotton,27,103,Diesel,7000,1.0,19467000.0,52171.560000000005,0
2021,Haryana,Gurgaon,Mustard,4,149,Diesel,4500,1.0,2682000.0,7187.76,0
2021,Haryana,Gurgaon,Sugarcane,22,154,Diesel,18000,1.0,60984000.0,163437.12,0
2021,Punjab,Amritsar,Sugarcane,5,83,Solar,18000,0.6,4482000.0,0.0,1
2019,Haryana,Karnal,Cotton,30,132,Electric,7000,0.8,22176000.0,33264.0,0
2019,Haryana,Hisar,Sugarcane,33,143,Electric,18000,0.8,67953600.0,101930.40000000001,0
2022,Haryana,Panipat,Paddy,36,130,Electric,15000,0.8,56160000.0,84240.0,0
2019,Punjab,Amritsar,Paddy,21,108,Diesel,15000,1.0,34020000.0,91173.6,0
2017,Haryana,Rohtak,Maize,8,149,Electric,4000,0.8,3814400.0,5721.6,0
2022,Punjab,Patiala,Sugarcane,21,82,Diesel,18000,1.0,30996000.0,83069.28,0
2023,Punjab,Ludhiana,Sugarcane,46,142,Diesel,18000,1.0,117576000.0,315103.68,0
2021,Punjab,Amritsar,Mustard,13,64,Solar,4500,0.6,2246400.0,0.0,1
2022,Punjab,Jalandhar,Maize,39,105,Solar,4000,0.6,9828000.0,0.0,1
2020,Punjab,Ludhiana,Paddy,3,133,Electric,15000,0.8,4788000.0,7182.0,0
2022,Punjab,Ludhiana,Mustard,6,67,Diesel,4500,1.0,1809000.0,4848.12,0
2018,Haryana,Rohtak,Maize,13,109,Diesel,4000,1.0,5668000.0,15190.240000000002,0
2022,Punjab,Patiala,Mustard,46,63,Diesel,4500,1.0,13041000.0,34949.880000000005,0
2021,Haryana,Rohtak,Wheat,45,173,Electric,5000,0.8,31140000.0,46710.0,0
2018,Haryana,Rohtak,Cotton,16,84,Solar,7000,0.6,5644800.0,0.0,1
2022,Punjab,Bathinda,Mustard,29,130,Diesel,4500,1.0,16965000.0,45466.200000000004,0
2016,Haryana,Gurgaon,Maize,46,134,Diesel,4000,1.0,24656000.0,66078.08,0
2023,Haryana,Rohtak,Sugarcane,6,98,Diesel,18000,1.0,10584000.0,28365.120000000003,0
2020,Punjab,Bathinda,Sugarcane,5,119,Electric,18000,0.8,8568000.0,12852.0,0
2021,Punjab,Ludhiana,Mustard,12,148,Diesel,4500,1.0,7992000.0,21418.56,0
2019,Haryana,Gurgaon,Cotton,22,65,Diesel,7000,1.0,10010000.0,26826.800000000003,0
2023,Haryana,Hisar,Paddy,11,65,Electric,15000,0.8,8580000.0,12870.0,0
2016,Haryana,Hisar,Maize,3,172,Diesel,4000,1.0,2064000.0,5531.52,0
2020,Haryana,Hisar,Mustard,31,85,Diesel,4500,1.0,11857500.0,31778.100000000002,0
2018,Haryana,Hisar,Paddy,36,148,Diesel,15000,1.0,79920000.0,214185.6,0
2022,Punjab,Jalandhar,Cotton,25,96,Diesel,7000,1.0,16800000.0,45024.0,0
2022,Haryana,Karnal,Maize,17,142,Solar,4000,0.6,5793600.0,0.0,1
2018,Punjab,Jalandhar,Paddy,11,156,Diesel,15000,1.0,25740000.0,68983.2,0
2019,Haryana,Hisar,Wheat,49,63,Electric,5000,0.8,12348000.0,18522.0,0
2017,Punjab,Ludhiana,Sugarcane,34,133,Diesel,18000,1.0,81396000.0,218141.28,0
2019,Punjab,Jalandhar,Wheat,34,114,Diesel,5000,1.0,19380000.0,51938.4,0
2020,Haryana,Karnal,Mustard,42,83,Diesel,4500,1.0,15687000.0,42041.16,0
2021,Haryana,Panipat,Sugarcane,48,110,Diesel,18000,1.0,95040000.0,254707.2,0
2018,Haryana,Rohtak,Wheat,20,175,Diesel,5000,1.0,17500000.0,46900.0,0
2023,Punjab,Patiala,Wheat,22,89,Electric,5000,0.8,7832000.0,11748.0,0
2017,Punjab,Patiala,Mustard,13,110,Electric,4500,0.8,5148000.0,7722.0,0
2023,Punjab,Amritsar,Cotton,43,67,Diesel,7000,1.0,20167000.0,54047.560000000005,0
2022,Haryana,Karnal,Sugarcane,18,145,Diesel,18000,1.0,46980000.0,125906.40000000001,0
2018,Haryana,Gurgaon,Paddy,33,106,Solar,15000,0.6,31482000.0,0.0,1
2018,Haryana,Rohtak,Cotton,32,112,Diesel,7000,1.0,25088000.0,67235.84000000001,0
2021,Haryana,Panipat,Paddy,37,123,Solar,15000,0.6,40959000.0,0.0,1
2022,Punjab,Ludhiana,Maize,6,140,Diesel,4000,1.0,3360000.0,9004.800000000001,0
2017,Punjab,Bathinda,Sugarcane,17,158,Diesel,18000,1.0,48348000.0,129572.64000000001,0
2022,Punjab,Patiala,Paddy,6,136,Diesel,15000,1.0,12240000.0,32803.200000000004,0
2021,Haryana,Hisar,Paddy,26,134,Electric,15000,0.8,41808000.0,62712.0,0
2016,Haryana,Karnal,Wheat,4,74,Diesel,5000,1.0,1480000.0,3966.4,0
2023,Punjab,Bathinda,Paddy,21,130,Diesel,15000,1.0,40950000.0,109746.0,0
2020,Punjab,Ludhiana,Paddy,23,128,Diesel,15000,1.0,44160000.0,118348.8,0
2020,Haryana,Gurgaon,Wheat,33,72,Diesel,5000,1.0,11880000.0,31838.4,0
2016,Punjab,Ludhiana,Mustard,47,110,Electric,4500,0.8,18612000.0,27918.0,0
2017,Haryana,Hisar,Paddy,36,179,Solar,15000,0.6,57996000.0,0.0,1
2023,Punjab,Bathinda,Wheat,39,151,Diesel,5000,1.0,29445000.0,78912.6,0
2020,Punjab,Bathinda,Wheat,31,130,Electric,5000,0.8,16120000.0,24180.0,0
2016,Punjab,Jalandhar,Sugarcane,14,143,Diesel,18000,1.0,36036000.0,96576.48000000001,0
2019,Haryana,Karnal,Maize,34,97,Diesel,4000,1.0,13192000.0,35354.560000000005,0
2020,Haryana,Panipat,Sugarcane,10,141,Electric,18000,0.8,20304000.0,30456.0,0
2016,Punjab,Amritsar,Maize,23,172,Electric,4000,0.8,12659200.0,18988.800000000003,0
2016,Punjab,Patiala,Paddy,35,146,Electric,15000,0.8,61320000.0,91980.0,0
2017,Punjab,Jalandhar,Maize,39,83,Diesel,4000,1.0,12948000.0,34700.64,0
2016,Haryana,Hisar,Wheat,41,136,Electric,5000,0.8,22304000.0,33456.0,0
2023,Punjab,Jalandhar,Wheat,19,88,Electric,5000,0.8,6688000.0,10032.0,0
2018,Haryana,Hisar,Sugarcane,27,68,Electric,18000,0.8,26438400.0,39657.600000000006,0
2018,Haryana,Panipat,Mustard,17,93,Diesel,4500,1.0,7114500.0,19066.86,0
2016,Punjab,Jalandhar,Maize,19,97,Diesel,4000,1.0,7372000.0,19756.960000000003,0
2016,Haryana,Hisar,Maize,8,136,Electric,4000,0.8,3481600.0,5222.4,0
2022,Punjab,Amritsar,Maize,10,105,Diesel,4000,1.0,4200000.0,11256.0,0
2018,Haryana,Rohtak,Wheat,36,89,Electric,5000,0.8,12816000.0,19224.0,0
2022,Haryana,Panipat,Cotton,5,96,Diesel,7000,1.0,3360000.0,9004.800000000001,0
2016,Punjab,Ludhiana,Sugarcane,29,110,Electric,18000,0.8,45936000.0,68904.0,0
2017,Punjab,Ludhiana,Sugarcane,10,145,Solar,18000,0.6,15660000.0,0.0,1
2022,Haryana,Karnal,Paddy,23,84,Diesel,15000,1.0,28980000.0,77666.40000000001,0
2016,Punjab,Bathinda,Sugarcane,41,110,Electric,18000,0.8,64944000.0,97416.0,0
2020,Punjab,Ludhiana,Cotton,21,144,Diesel,7000,1.0,21168000.0,56730.240000000005,0
2018,Haryana,Panipat,Maize,9,108,Solar,4000,0.6,2332800.0,0.0,1
2018,Punjab,Amritsar,Paddy,49,75,Diesel,15000,1.0,55125000.0,147735.0,0
2018,Haryana,Karnal,Sugarcane,12,66,Solar,18000,0.6,8553600.0,0.0,1
2021,Haryana,Rohtak,Paddy,16,138,Diesel,15000,1.0,33120000.0,88761.6,0
2019,Punjab,Amritsar,Mustard,42,95,Diesel,4500,1.0,17955000.0,48119.4,0
2020,Punjab,Patiala,Maize,40,126,Diesel,4000,1.0,20160000.0,54028.8,0
2023,Haryana,Rohtak,Mustard,24,92,Solar,4500,0.6,5961600.0,0.0,1
2022,Haryana,Rohtak,Maize,44,143,Diesel,4000,1.0,25168000.0,67450.24,0
2021,Punjab,Jalandhar,Mustard,10,122,Diesel,4500,1.0,5490000.0,14713.2,0
2017,Haryana,Gurgaon,Wheat,2,106,Solar,5000,0.6,636000.0,0.0,1
2023,Haryana,Panipat,Maize,34,61,Electric,4000,0.8,6636800.0,9955.2,0
2023,Haryana,Gurgaon,Sugarcane,18,65,Diesel,18000,1.0,21060000.0,56440.8,0
2022,Punjab,Bathinda,Paddy,10,147,Diesel,15000,1.0,22050000.0,59094.0,0
2018,Haryana,Karnal,Maize,5,69,Diesel,4000,1.0,1380000.0,3698.4,0
2016,Punjab,Bathinda,Paddy,27,163,Diesel,15000,1.0,66015000.0,176920.2,0
2017,Punjab,Amritsar,Sugarcane,6,143,Electric,18000,0.8,12355200.0,18532.800000000003,0
2020,Haryana,Karnal,Mustard,15,165,Diesel,4500,1.0,11137500.0,29848.5,0
2018,Punjab,Ludhiana,Paddy,46,159,Electric,15000,0.8,87768000.0,131652.0,0
2021,Haryana,Karnal,Mustard,12,147,Solar,4500,0.6,4762800.0,0.0,1
2020,Haryana,Rohtak,Wheat,36,174,Solar,5000,0.6,18792000.0,0.0,1
2022,Punjab,Jalandhar,Mustard,30,93,Diesel,4500,1.0,12555000.0,33647.4,0
2019,Punjab,Ludhiana,Maize,32,169,Diesel,4000,1.0,21632000.0,57973.76,0
2023,Haryana,Gurgaon,Cotton,12,124,Electric,7000,0.8,8332800.0,12499.199999999999,0
2020,Punjab,Jalandhar,Maize,11,76,Diesel,4000,1.0,3344000.0,8961.92,0
2023,Punjab,Bathinda,Mustard,41,138,Electric,4500,0.8,20368800.0,30553.199999999997,0
2018,Punjab,Patiala,Cotton,17,166,Diesel,7000,1.0,19754000.0,52940.72,0
2016,Punjab,Bathinda,Mustard,23,165,Diesel,4500,1.0,17077500.0,45767.700000000004,0
2016,Punjab,Amritsar,Maize,37,131,Diesel,4000,1.0,19388000.0,51959.840000000004,0
2023,Punjab,Patiala,Sugarcane,22,74,Solar,18000,0.6,17582400.0,0.0,1
2023,Punjab,Bathinda,Sugarcane,15,127,Diesel,18000,1.0,34290000.0,91897.20000000001,0
2023,Haryana,Gurgaon,Cotton,48,155,Diesel,7000,1.0,52080000.0,139574.4,0
2022,Haryana,Rohtak,Maize,23,92,Solar,4000,0.6,5078400.0,0.0,1
2018,Haryana,Rohtak,Maize,38,107,Diesel,4000,1.0,16264000.0,43587.520000000004,0
2019,Haryana,Gurgaon,Cotton,27,152,Solar,7000,0.6,17236800.0,0.0,1
2023,Punjab,Ludhiana,Cotton,7,133,Diesel,7000,1.0,6517000.0,17465.56,0
2023,Punjab,Amritsar,Sugarcane,47,122,Diesel,18000,1.0,103212000.0,276608.16000000003,0
2020,Haryana,Karnal,Sugarcane,44,106,Diesel,18000,1.0,83952000.0,224991.36000000002,0
2020,Haryana,Hisar,Sugarcane,20,131,Solar,18000,0.6,28296000.0,0.0,1
2022,Punjab,Amritsar,Mustard,40,146,Solar,4500,0.6,15768000.0,0.0,1
2018,Punjab,Amritsar,Cotton,11,162,Electric,7000,0.8,9979200.0,14968.800000000001,0
2016,Punjab,Bathinda,Cotton,30,118,Electric,7000,0.8,19824000.0,29736.0,0
2018,Haryana,Gurgaon,Mustard,30,69,Diesel,4500,1.0,9315000.0,24964.2,0
2023,Haryana,Hisar,Wheat,17,112,Diesel,5000,1.0,9520000.0,25513.600000000002,0
2021,Haryana,Rohtak,Maize,48,88,Electric,4000,0.8,13516800.0,20275.199999999997,0
2019,Haryana,Karnal,Maize,12,99,Diesel,4000,1.0,4752000.0,12735.36,0
2018,Punjab,Ludhiana,Maize,45,67,Diesel,4000,1.0,12060000.0,32320.800000000003,0
2023,Haryana,Karnal,Cotton,8,130,Solar,7000,0.6,4368000.0,0.0,1
2023,Punjab,Jalandhar,Paddy,32,139,Diesel,15000,1.0,66720000.0,178809.6,0
2018,Punjab,Patiala,Cotton,33,136,Diesel,7000,1.0,31416000.0,84194.88,0
2020,Haryana,Gurgaon,Mustard,39,75,Diesel,4500,1.0,13162500.0,35275.5,0
2016,Punjab,Amritsar,Maize,38,113,Diesel,4000,1.0,17176000.0,46031.68,0
2021,Haryana,Hisar,Wheat,13,76,Diesel,5000,1.0,4940000.0,13239.2,0
2020,Haryana,Gurgaon,Paddy,6,70,Diesel,15000,1.0,6300000.0,16884.0,0
2021,Punjab,Ludhiana,Cotton,22,93,Diesel,7000,1.0,14322000.0,38382.96,0
2018,Punjab,Patiala,Wheat,31,76,Diesel,5000,1.0,11780000.0,31570.4,0
2016,Punjab,Jalandhar,Paddy,11,79,Diesel,15000,1.0,13035000.0,34933.8,0
2018,Punjab,Patiala,Paddy,34,99,Diesel,15000,1.0,50490000.0,135313.2,0
2017,Punjab,Amritsar,Maize,8,171,Electric,4000,0.8,4377600.0,6566.400000000001,0
2018,Punjab,Ludhiana,Maize,32,65,Diesel,4000,1.0,8320000.0,22297.600000000002,0
2020,Punjab,Jalandhar,Wheat,29,178,Diesel,5000,1.0,25810000.0,69170.8,0
2018,Haryana,Hisar,Sugarcane,36,83,Solar,18000,0.6,32270400.0,0.0,1
2023,Punjab,Bathinda,Paddy,25,147,Diesel,15000,1.0,55125000.0,147735.0,0
2019,Haryana,Karnal,Wheat,21,176,Electric,5000,0.8,14784000.0,22176.0,0
2017,Haryana,Hisar,Wheat,5,125,Electric,5000,0.8,2500000.0,3750.0,0
2021,Punjab,Bathinda,Maize,44,151,Diesel,4000,1.0,26576000.0,71223.68000000001,0
2020,Punjab,Bathinda,Sugarcane,22,126,Diesel,18000,1.0,49896000.0,133721.28,0
2022,Haryana,Karnal,Paddy,5,129,Diesel,15000,1.0,9675000.0,25929.0,0
2022,Punjab,Bathinda,Wheat,36,65,Electric,5000,0.8,9360000.0,14040.0,0
2023,Punjab,Jalandhar,Sugarcane,13,102,Solar,18000,0.6,14320800.0,0.0,1
2021,Punjab,Amritsar,Maize,45,172,Diesel,4000,1.0,30960000.0,82972.8,0
2018,Punjab,Amritsar,Mustard,12,128,Diesel,4500,1.0,6912000.0,18524.16,0
2022,Punjab,Patiala,Maize,34,114,Diesel,4000,1.0,15504000.0,41550.72,0
2020,Punjab,Bathinda,Maize,37,161,Electric,4000,0.8,19062400.0,28593.600000000002,0
2017,Punjab,Bathinda,Wheat,22,163,Diesel,5000,1.0,17930000.0,48052.4,0
2016,Haryana,Panipat,Maize,13,61,Diesel,4000,1.0,3172000.0,8500.960000000001,0
2018,Haryana,Gurgaon,Sugarcane,31,62,Diesel,18000,1.0,34596000.0,92717.28,0
2020,Haryana,Rohtak,Paddy,37,148,Solar,15000,0.6,49284000.0,0.0,1
2019,Haryana,Hisar,Mustard,28,61,Electric,4500,0.8,6148800.0,9223.2,0
2022,Punjab,Ludhiana,Wheat,42,119,Diesel,5000,1.0,24990000.0,66973.2,0
2023,Punjab,Jalandhar,Wheat,31,154,Diesel,5000,1.0,23870000.0,63971.600000000006,0
2018,Haryana,Panipat,Mustard,15,144,Diesel,4500,1.0,9720000.0,26049.600000000002,0
2023,Punjab,Ludhiana,Maize,46,152,Diesel,4000,1.0,27968000.0,74954.24,0
2020,Haryana,Panipat,Paddy,8,146,Electric,15000,0.8,14016000.0,21024.0,0
2023,Punjab,Ludhiana,Sugarcane,5,176,Solar,18000,0.6,9504000.0,0.0,1
2021,Haryana,Karnal,Paddy,18,151,Diesel,15000,1.0,40770000.0,109263.6,0
2020,Punjab,Amritsar,Cotton,20,154,Diesel,7000,1.0,21560000.0,57780.8,0
2019,Punjab,Amritsar,Mustard,47,130,Diesel,4500,1.0,27495000.0,73686.6,0
2020,Punjab,Bathinda,Mustard,14,128,Solar,4500,0.6,4838400.0,0.0,1
2023,Punjab,Patiala,Mustard,23,173,Diesel,4500,1.0,17905500.0,47986.740000000005,0
2018,Punjab,Bathinda,Wheat,2,83,Diesel,5000,1.0,830000.0,2224.4,0
2022,Haryana,Gurgaon,Mustard,36,67,Solar,4500,0.6,6512400.0,0.0,1
2018,Haryana,Hisar,Cotton,43,73,Diesel,7000,1.0,21973000.0,58887.64000000001,0
2018,Haryana,Rohtak,Wheat,18,149,Diesel,5000,1.0,13410000.0,35938.8,0
2022,Punjab,Amritsar,Mustard,4,166,Solar,4500,0.6,1792800.0,0.0,1
2020,Haryana,Hisar,Paddy,6,86,Electric,15000,0.8,6192000.0,9288.0,0
2022,Haryana,Hisar,Sugarcane,45,100,Diesel,18000,1.0,81000000.0,217080.0,0
2017,Haryana,Hisar,Mustard,33,141,Solar,4500,0.6,12563100.0,0.0,1
2023,Haryana,Panipat,Sugarcane,10,68,Diesel,18000,1.0,12240000.0,32803.200000000004,0
2021,Punjab,Ludhiana,Wheat,6,132,Diesel,5000,1.0,3960000.0,10612.800000000001,0
2018,Punjab,Jalandhar,Wheat,25,116,Diesel,5000,1.0,14500000.0,38860.0,0
2023,Haryana,Gurgaon,Cotton,28,136,Diesel,7000,1.0,26656000.0,71438.08,0
2016,Punjab,Amritsar,Sugarcane,4,70,Electric,18000,0.8,4032000.0,6048.0,0
2018,Haryana,Panipat,Sugarcane,35,131,Electric,18000,0.8,66024000.0,99036.0,0
2016,Punjab,Ludhiana,Maize,7,134,Electric,4000,0.8,3001600.0,4502.4,0
2019,Haryana,Panipat,Paddy,46,60,Diesel,15000,1.0,41400000.0,110952.0,0
2016,Punjab,Ludhiana,Wheat,19,99,Diesel,5000,1.0,9405000.0,25205.4,0
2018,Haryana,Hisar,Cotton,16,65,Diesel,7000,1.0,7280000.0,19510.4,0
2020,Haryana,Karnal,Cotton,46,143,Diesel,7000,1.0,46046000.0,123403.28000000001,0
2018,Punjab,Bathinda,Paddy,20,135,Solar,15000,0.6,24300000.0,0.0,1
2023,Haryana,Panipat,Paddy,34,63,Electric,15000,0.8,25704000.0,38556.0,0
2020,Punjab,Patiala,Maize,4,169,Electric,4000,0.8,2163200.0,3244.7999999999997,0
2017,Punjab,Patiala,Sugarcane,3,119,Diesel,18000,1.0,6426000.0,17221.68,0
2022,Haryana,Gurgaon,Sugarcane,25,113,Solar,18000,0.6,30510000.0,0.0,1
2017,Haryana,Panipat,Wheat,46,124,Diesel,5000,1.0,28520000.0,76433.6,0
2021,Haryana,Gurgaon,Sugarcane,10,78,Electric,18000,0.8,11232000.0,16848.0,0
2023,Haryana,Gurgaon,Maize,8,146,Diesel,4000,1.0,4672000.0,12520.960000000001,0
2023,Haryana,Gurgaon,Wheat,42,118,Solar,5000,0.6,14868000.0,0.0,1
2021,Punjab,Amritsar,Mustard,44,129,Electric,4500,0.8,20433600.0,30650.399999999998,0
2018,Punjab,Ludhiana,Paddy,15,82,Diesel,15000,1.0,18450000.0,49446.0,0
2020,Haryana,Rohtak,Cotton,14,73,Solar,7000,0.6,4292400.0,0.0,1
2016,Punjab,Ludhiana,Paddy,34,80,Diesel,15000,1.0,40800000.0,109344.0,0
2023,Punjab,Bathinda,Sugarcane,45,123,Diesel,18000,1.0,99630000.0,267008.4,0
2016,Punjab,Patiala,Sugarcane,28,79,Diesel,18000,1.0,39816000.0,106706.88,0
2020,Haryana,Hisar,Wheat,23,70,Electric,5000,0.8,6440000.0,9660.0,0
2017,Haryana,Panipat,Mustard,38,123,Solar,4500,0.6,12619800.0,0.0,1
2020,Punjab,Amritsar,Wheat,25,127,Diesel,5000,1.0,15875000.0,42545.0,0
2017,Punjab,Bathinda,Mustard,25,63,Diesel,4500,1.0,7087500.0,18994.5,0
2022,Haryana,Karnal,Paddy,22,67,Electric,15000,0.8,17688000.0,26532.0,0
2018,Punjab,Ludhiana,Wheat,14,162,Diesel,5000,1.0,11340000.0,30391.2,0
2016,Haryana,Hisar,Wheat,24,78,Diesel,5000,1.0,9360000.0,25084.800000000003,0
2023,Haryana,Rohtak,Sugarcane,30,78,Diesel,18000,1.0,42120000.0,112881.6,0
2016,Punjab,Bathinda,Wheat,30,119,Solar,5000,0.6,10710000.0,0.0,1
2022,Punjab,Ludhiana,Paddy,19,86,Solar,15000,0.6,14706000.0,0.0,1
2021,Punjab,Ludhiana,Wheat,38,146,Solar,5000,0.6,16644000.0,0.0,1
2023,Punjab,Bathinda,Wheat,6,130,Diesel,5000,1.0,3900000.0,10452.0,0
2016,Punjab,Amritsar,Wheat,41,176,Diesel,5000,1.0,36080000.0,96694.40000000001,0
2020,Punjab,Bathinda,Cotton,13,113,Solar,7000,0.6,6169800.0,0.0,1
2016,Haryana,Karnal,Cotton,47,133,Electric,7000,0.8,35005600.0,52508.399999999994,0
2018,Punjab,Patiala,Sugarcane,12,130,Solar,18000,0.6,16848000.0,0.0,1
2021,Haryana,Hisar,Maize,41,86,Solar,4000,0.6,8462400.0,0.0,1
2021,Punjab,Amritsar,Mustard,35,101,Electric,4500,0.8,12726000.0,19089.0,0
2021,Punjab,Amritsar,Cotton,24,164,Diesel,7000,1.0,27552000.0,73839.36,0
2018,Punjab,Ludhiana,Maize,32,64,Electric,4000,0.8,6553600.0,9830.400000000001,0
2020,Punjab,Ludhiana,Sugarcane,47,154,Diesel,18000,1.0,130284000.0,349161.12,0
2019,Punjab,Bathinda,Wheat,39,80,Diesel,5000,1.0,15600000.0,41808.0,0
2017,Punjab,Bathinda,Sugarcane,39,162,Diesel,18000,1.0,113724000.0,304780.32,0
2018,Punjab,Jalandhar,Paddy,26,101,Electric,15000,0.8,31512000.0,47268.0,0
2019,Punjab,Jalandhar,Wheat,27,157,Solar,5000,0.6,12717000.0,0.0,1
2022,Punjab,Ludhiana,Mustard,44,82,Electric,4500,0.8,12988800.0,19483.199999999997,0
2016,Punjab,Jalandhar,Wheat,3,172,Solar,5000,0.6,1548000.0,0.0,1
2022,Punjab,Ludhiana,Wheat,27,92,Diesel,5000,1.0,12420000.0,33285.6,0
2016,Haryana,Rohtak,Wheat,12,61,Solar,5000,0.6,2196000.0,0.0,1
2016,Haryana,Hisar,Cotton,16,155,Electric,7000,0.8,13888000.0,20832.0,0
2022,Haryana,Panipat,Mustard,2,110,Solar,4500,0.6,594000.0,0.0,1
2019,Punjab,Bathinda,Paddy,35,69,Electric,15000,0.8,28980000.0,43470.0,0
2023,Punjab,Amritsar,Sugarcane,15,88,Diesel,18000,1.0,23760000.0,63676.8,0
2017,Haryana,Gurgaon,Mustard,18,169,Solar,4500,0.6,8213400.0,0.0,1
2022,Haryana,Karnal,Cotton,26,159,Diesel,7000,1.0,28938000.0,77553.84000000001,0
2022,Haryana,Panipat,Paddy,45,170,Diesel,15000,1.0,114750000.0,307530.0,0
2019,Haryana,Karnal,Maize,39,137,Electric,4000,0.8,17097600.0,25646.399999999998,0
2020,Haryana,Karnal,Maize,34,142,Diesel,4000,1.0,19312000.0,51756.16,0
2016,Punjab,Bathinda,Wheat,38,100,Diesel,5000,1.0,19000000.0,50920.0,0
2021,Punjab,Jalandhar,Maize,37,123,Electric,4000,0.8,14563200.0,21844.800000000003,0
